bemerkungen,kreditpunkte,laufnummer,modulbezeichnung,modulbezeichnung_alternativ,kuerzel,semester,id_niveau,stichwoerter,id_sprache,letzte_aenderung,anzahl_durchfuehrungen,id_leistungsnachweis,lerninhalte,aktiv,stundenplanrelevant,summerschool,id_modus,id_herkunft,neu,winterschool,bibliographie,raumanforderung,id_methode,bonus,vorschlagsnote_anteil,zwischenpruefungen_anteil,msp,schlusspruefung_anteil,praktische_arbeit_anteil,id_modultyp,min_studis,max_studis,studis_geschaetzt,modulnummer
,3,B-LS-BZ 021,Pr. Toxikologie,Praktikum Toxikologie,PrT,3,,Nachweis der TNF-alpha-induzierten Apoptose / Bestimmung von Dosis-Wirkungs-Beziehungen / Beispiel für synergistische und antagonistische Effekte / Einsatz von Danio rerio (Zebrafisch) als Modellorganismus für toxikologische Untersuchungen / Herleiten der humanen Risikobewertung bzw. Umweltrisikobewertung.,1,2021-05-22,3,63,"<ul>
 <li><font face=Arial size=2>In vitro Methoden für Toxizitätsbestimmung</font></li>
 <ul>
  <li><font face=Arial size=2>Analysieren der Zytotoxizität von TNF-</font><font
      size=2>α</font><font face='"Arial Greek'" size=2>, Quantifizierung des IC50 mittels </font><font
      face=Arial size=2>MMT-Methode</font></li>
  <li><font face=Arial size=2>Durchführung von Versuchen mit verstärkender und abschwächender Wirkung (Synergismus und Antagonismus)</font></li>
  <li><font face=Arial size=2>Bestimmung vom Zelltod durch Nekrose und Apoptose</font></li>
 </ul>
 <li><font face=Arial size=2>Spezifische toxikologische Abklärungen</font></li>
 <ul>
  <li><font face=Arial size=2>Methoden zur Bestimmung ausgewählter Wirkungskriterien bei Wirbeltieren</font></li>
  <li><font face=Arial size=2>Bewertungsansätze mit Hilfe gewonnener Toxizitätsdaten</font></li>
 </ul>
 <li><font face=Arial size=2>Anwendung von Toxizitätsdatenbanken</font><font
     size=2>&nbsp;</font></li>
</ul>",t,f,f,15,BZ,f,f,,,,f,67,,,33,,3,1,16,45,332
,3,B-LS-MI 007,Programmieren II,Programmieren II,P2,3,2,"Datenstrukturen (Listen, Sets, Maps) / Input/Output (Textdateien) / Objektorientierte Programmierung (Klassen und Objekte, Composition, Vererbung, Interfaces) / Graphical User Interfaces (GUI-Komponenten, Layout, ereignisbasierte Programmierung, Zeichnen) / Programmierprojekt.",1,2021-09-06,1,52,"<ul>
 <li><font face=Arial size=2>Datenstrukturen (Listen, Sets, Maps)</font></li>
 <li><font face=Arial size=2>Input/Output (Textdateien)</font></li>
 <li><font face=Arial size=2>Objektorientierte Programmierung (Klassen und Objekte, Komposition, Vererbung, Interfaces)</font></li>
 <li><font face=Arial size=2>Graphical User Interfaces (GUI-Komponenten, Layout, ereignisbasierte Programmierung, Zeichnen)</font></li>
 <li><font face=Arial size=2>Programmierprojekt</font><font size=2>&nbsp;</font></li>
</ul>",t,t,f,2,MI,f,f,,,,f,10,,,90,,2,1,30,20,315
,3,B-LS-UT 025,Umweltverfahrenstechnik I,Umweltverfahrenstechnik I,UVT1,3,,"Einführung Umwelttechnik / Rechtliche Anforderungen (Umweltschutzgesetz, Gewässerschutzgesetz) / Schadstoffe in Luft und Wasser und deren Quellen / Umweltanalytische Verfahren / Verfahren zur Abluftbehandlung (Staubabscheidung, Abscheidung von Schadgasen, Entstickung, Entschwefelung, biologische Abluftbehandlung) / Verfahren zur Abwasserbehandlung (mechanische und physikalisch-chemische Verfahren, biologische Verfahren, Membranverfahren, Schlammbehandlung, Entfernung von Mikroverunreinigungen).",1,2021-05-22,1,52,"<ul>
 <li><font face=Arial size=2>Einführung Umwelttechnik</font></li>
 <li><font face=Arial size=2>Rechtliche Anforderungen (Umweltschutzgesetz, Gewässerschutzgesetz)</font></li>
 <li><font face=Arial size=2>Schadstoffe in Luft und Wasser und deren Quellen</font></li>
 <li><font face=Arial size=2>Umweltanalytische Verfahren (Probennahme, Probenlagerung, Aufbereitung, Messmethoden, Ergebnisauswertung, Qualitätssicherung)</font></li>
 <li><font face=Arial size=2>Vertiefung der Verfahren zur Abluftbehandlung (Staubabscheidung, Abscheidung von Schadgasen, Biologische Abluftbehandlung) – Wirkungsweisen, Apparate und Auslegungsgrundlagen</font></li>
 <li><font face=Arial size=2>Vertiefung der Verfahren zur Abwasserbehandlung (Belebtschlammverfahren, Biofilmverfahren, Schlammbehandlung, Entfernung von Mikroverunreinigungen, Desinfektion) - &nbsp;Wirkungsweisen, Apparate und Auslegungsgrundlagen</font><font
     size=2> </font></li>
</ul>",t,t,f,2,UT,f,f,,,,f,,,,100,,1,1,25,20,263
,3,B-LS-UT 021,Umweltmikrobiologie,Umweltmikrobiologie,UMB,3,,"Biodiversität,  Adaptation und Interaktionen in mikrobiellen Lebensräumen / Extreme Lebensräume / Rolle und Funktion mikrobieller Ökosysteme (Nahrungsnetze, biogeochemische Stoffkreisläufe, mikrobieller Abbau von Schadstoffen) / Methoden zur Charakterisierung von Funktion und Artenzusammensetzung des Mikrobioms (Next Generation Sequencing, FISH etc.).",1,2021-05-22,1,52,"<ul>
 <li><font face=Arial size=2>Mikrobielle Ökosysteme</font></li>
 <ul>
  <li><font face=Arial size=2>Biodiversität von Mikroorganismen (Bakterien, Archaeen, Eukaryoten)</font></li>
  <li><font face=Arial size=2>Überblick über Rolle und Funktion mikrobieller Ökosysteme</font></li>
 </ul>
 <li><font face=Arial size=2>Stoffkreisläufe</font></li>
 <ul>
  <li><font face=Arial size=2>Nahrungsnetze</font></li>
  <li><font face=Arial size=2>Mikrobielle Stoffkreisläufe (C, N, Schwefel, Eisen, Mangan</font></li>
 </ul>
 <li><font face=Arial size=2>Schadstoffabbau (z.B. Alkane, mono- und poly-aromatische Kohlenwasserstoffe, Chloraromaten…)</font></li>
 <li><font face=Arial size=2>Lebensräume</font></li>
 <ul>
  <li><font face=Arial size=2>Extreme Lebensräume</font></li>
  <li><font face=Arial size=2>Adaptation von Mikroorganismen </font></li>
  <li><font face=Arial size=2>Interaktion in mikrobiellen Gemeinschaften und Interaktionen in mikrobiellen Lebensräumen</font></li>
 </ul>
 <li><font face=Arial size=2>Lebensgemeinschaften - Methoden zur Charakterisierung von Funktion und Artzusammensetzung mit klassischen Methoden</font></li>
 <ul>
  <li><font face=Arial size=2>Bestimmung von Aktivitäten</font></li>
  <li><font face=Arial size=2>Nachweis bekannter Mikroorganismen</font></li>
  <li><font face=Arial size=2>Isolation von Mikroorganismen</font></li>
 </ul>
 <li><font face=Arial size=2>Lebensgemeinschaften - kulturunabhängige Methoden zur Charakterisierung von Funktion und Artzusammensetzung </font></li>
 <ul>
  <li><font face=Arial size=2>Grundlegende molekularbiologische Methoden </font></li>
  <li><font face=Arial size=2>Metagenomik</font></li>
  <li><font face=Arial size=2>Durchflusszytometrie</font><font size=2>&nbsp;</font></li>
 </ul>
</ul>",t,t,f,3,UT,f,f,,,,f,,,,100,,1,1,50,40,208
,3,B-LS-MI 010,Algorithmen u Datenstrukturen,Algorithmen und Datenstrukturen,AD,4,2,"Entwurf effizienter Algorithmen und Datenstrukturen und Analyse ihrer Komplexität / Suchen und Sortieren (Hash-Verfahren, Bäume, Mengen, Graphenalgorithmen) / Dynamisches Programmieren / Backtracking / Approximationsalgorithmen.",1,2021-06-09,1,51,"<ul>
 <li><font face=Arial size=2>Effiziente Algorithmen und Datenstrukturen und Analyse ihrer Komplexität</font></li>
 <li><font face=Arial size=2>Rekursion und Backtracking</font></li>
 <li><font face=Arial size=2>Suchen und Sortieren</font></li>
 <ul>
  <li><font face=Arial size=2>Stack, Queue</font></li>
  <li><font face=Arial size=2>Hash-Verfahren</font></li>
  <li><font face=Arial size=2>Listen</font></li>
  <li><font face=Arial size=2>Bäume</font></li>
  <li><font face=Arial size=2>Mengen</font></li>
 </ul>
 <li><font face=Arial size=2>Algorithmen auf Graphen</font></li>
 <li><font face=Arial size=2>Dynamisches Programmieren</font></li>
 <li><font face=Arial size=2>Approximationsalgorithmen</font></li>
</ul>",t,t,f,1,MI,f,f,,,,f,0,,,100,,2,1,30,15,65
,3,B-LS-KT 023,Statistik u Wahrscheinlichkeitsrechnung,Statistik und Wahrscheinlichkeitsrechnung,SWS,2,,"Beschreibende Statistik (Darstellungsformen, Lage- und Formparameter) / Wahrscheinlichkeitsrechnung (Ereignisse, Wahrscheinlichkeiten, Rechenregeln, Baumdiagramme) / Wahrscheinlichkeits- und Verteilungsfunktionen (diskrete/stetige Zufallsgrössen, spezielle Verteilungen, Erwartungswert und Standardabweichung) / Schliessende Statistik (Vertrauensintervalle, Hypothesentests) / Bivariate Statistik (Regressionsrechnung, Korrelation, Kausalität, Chi2-Test) / Einsatz von Excel.",1,2021-08-13,1,52,"<ul>
 <li><font face=Arial size=2>Beschreibende Statistik</font></li>
 <ul>
  <li><font face=Arial size=2>Urliste</font></li>
  <li><font face=Arial size=2>Darstellungsmöglichkeiten von Daten</font></li>
  <li><font face=Arial size=2>(Summen)Häufungsfunktion</font></li>
  <li><font face=Arial size=2>Klassifikation von Daten und Histogramme</font></li>
  <li><font face=Arial size=2>Statistische Kennwerte und ihre Bedeutung</font></li>
 </ul>
 <li><font face=Arial size=2>Wahrscheinlichkeitsrechnung</font></li>
 <ul>
  <li><font face=Arial size=2>Modell von Zufall</font></li>
  <li><font face=Arial size=2>Definition von „Wahrscheinlichkeit“</font></li>
  <li><font face=Arial size=2>Rechenregeln für Wahrscheinlichkeiten</font></li>
  <li><font face=Arial size=2>Baumdiagramm</font></li>
 </ul>
 <li><font face=Arial size=2>Wahrscheinlichkeits- und Verteilungsfunktionen</font></li>
 <ul>
  <li><font face=Arial size=2>Zufallsvariable</font></li>
  <li><font face=Arial size=2>Binomialverteilung – Modell für diskrete Verteilungen</font></li>
  <li><font face=Arial size=2>Normalverteilung – Modell für kontinuierliche Verteilungen</font></li>
  <li><font face=Arial size=2>Approximation von Verteilungen</font></li>
 </ul>
 <li><font face=Arial size=2>Schliessende Statistik</font></li>
 <ul>
  <li><font face=Arial size=2>Vertrauensintervalle</font></li>
  <li><font face=Arial size=2>Hypothesentests</font></li>
  <li><font face=Arial size=2>Signifikanz</font></li>
 </ul>
 <li><font face=Arial size=2>Bivariate Statistik</font></li>
 <ul>
  <li><font face=Arial size=2>Regressionsrechnung</font></li>
  <li><font face=Arial size=2>Korrelation</font></li>
  <li><font face=Arial size=2>Chi2-Test</font></li>
  <li><font face=Arial size=2>Kausalität</font></li>
 </ul>
 <li><font face=Arial size=2>Einsatz von Excel</font><font size=2>&nbsp;</font></li>
</ul>",t,t,f,3,KT,f,f,,,,f,,,,100,,1,1,100,80,400
,3,B-LS-MT 021,Modellierung u Simulation,Modellierung und numerische Simulation (FEM),MNS,5,,"Einführung in die Methode der Finiten Elemente (FE) / Begleitende praktische Übungen am eigenen Rechner mit Software / Hauptsächlich struktur-mechanische Computersimulation, aber auch Modellierung von linearen Materialeigenschaften / Simulationsbeispiele aus den Bereichen Medizintechnik. ",1,2021-12-02,1,50,"<ul>
 <ul>
  <li><font face=Arial>Grundlegende Vorgehensweise: Simulation in der Produktentwicklung, Simulations-Tools.</font></li>
  <li><font face=Arial>Modellbildung: Abstraktion, Elementeigenschaften, Vernetzung, Randbedingungen, Lasten und Werkstoffmodelle.</font></li>
  <li><font face=Arial>Berechnung: Lösungsalgorithmen, Konvergenz.</font></li>
  <li><font face=Arial>Ergebnisauswertung: Interpretation, Verifizierung und Validierung.</font>&nbsp;</li>
  <li><font face=Arial>Anwendungsbereiche: lineare und nichtlineare Statik, Stabilität, quasistatische Abläufe, Eigenfrequenzen, Dynamik.</font>&nbsp;</li>
 </ul>
</ul>",t,t,f,2,MT,f,f,,,,f,25,,,75,,2,1,45,40,374
,3,B-LS-KT 015,Chinesisch - Sprache/Kultur II,Chinesisch - Sprache/Kultur II,CHSKI,2,,Einüben von Alltagssprachsituation / weiterer Aufbau des Vokabulars und der Ausspracheübungen / Einfache Kurznachrichten schreiben / Einblicke in kulturelle Unterschiede.,1,2021-12-02,1,51,"<ul>
 <li><font face=Arial size=2>Einüben von Alltagssprachsituation</font></li>
 <li><font face=Arial size=2>weiterer Aufbau des Vokabulars und der Ausspracheübungen</font></li>
 <li><font face=Arial size=2>Einfache Kurznachrichten schreiben</font><font
     size=2>&nbsp;</font></li>
 <li><font face=Arial size=2>Einblicke in kulturelle Unterschiede</font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,3,KT,f,f,,,,f,,,,100,,1,10,20,15,407
"",3,B-LS-BZ 001,Grdl. Kompakt Biologie,Grundlagen Biologie (Kompaktmodul),GB,1,,"Chemische Grundlagen des Lebens / Aufbau und Funktion der Zelle und der Zellorganellen / Aufbau und Funktion der Zellmembran / Einführung in den zellulären Stoffwechsel / Zelluläre Kommunikation / Mendel und das Genkonzept / Zellzyklus, Mitose / Meiose und geschlechtliche Fortpflanzung / chromosomale Grundlagen der Vererbung/ Dawin und die Evolutionstheorie / Evolution von Populationen / Entstehung der Arten.",1,2021-12-02,2,52,"<ul>
 <li><font face=Arial size=2>Einführung in die Zelle &amp; Zellarchitektur, Hauptbestandteile der Zellen</font></li>
 <ul>
  <li><font face=Arial size=2>Der Zellkern</font></li>
  <li><font face=Arial size=2>Endoplasmischen Retikulus und Golgi Apparatus: Protein Produktion, Transport und Sekretion</font></li>
  <li><font face=Arial size=2>Mitochondrien, Chloroplasten und Peroxisomen</font></li>
  <li><font face=Arial size=2>Das Zytoskelet, Zelluläre Bewegung</font></li>
  <li><font face=Arial size=2>Die Plasmamembran</font></li>
  <li><font face=Arial size=2>Die Zellwand</font></li>
 </ul>
</ul>

<div>&nbsp;</div>

<ul>
 <li><font face=Arial size=2>Zellulärer Stoffwechsel und Energiegewinnung:</font></li>
 <ul>
  <li><font face=Arial size=2>Energieformen in biologischen Systemen</font></li>
  <li><font face=Arial size=2>ATP als universelle Energiequelle</font></li>
  <li><font face=Arial size=2>Zelluläre Atmung</font></li>
 </ul>
</ul>

<div>&nbsp;</div>

<ul>
 <li><font face=Arial size=2>Grundlagen der Zell-Zell Kommunikation</font></li>
 <ul>
  <li><font face=Arial size=2>Zellfusion (Synzytium)</font></li>
  <li><font face=Arial size=2>Zellverbunde (Gewebe)</font></li>
  <li><font face=Arial size=2>Signaltransduktion</font></li>
 </ul>
 <li><font face=Arial size=2>Grundlagen der Vererbung / Genetik</font></li>
 <ul>
  <li><font face=Arial size=2>Zellzyklus, Mitose</font></li>
  <li><font face=Arial size=2>Meiose und geschlechtliche Fortpflanzung</font></li>
  <li><font face=Arial size=2>Mendel und das Genkonzept</font></li>
  <li><font face=Arial size=2>Chromosomale Grundlagen der Vererbung</font></li>
 </ul>
 <li><font face=Arial size=2>Artbildung und Evolution</font></li>
 <ul>
  <li><font face=Arial size=2>Darwin &amp; die Evolutionstheorie</font></li>
  <li><font face=Arial size=2>Evolutionsmechanismen</font></li>
  <li><font face=Arial size=2>Abstammung</font></li>
  <li><font face=Arial size=2>Evolution von Populationen</font></li>
  <li><font face=Arial size=2>Entstehung der Arten</font><font size=2> </font></li>
 </ul>
</ul>",t,t,f,3,BZ,f,f,,,,f,,,,100,,1,1,150,110,102
Herren Strebel und Kustner geben den Unterricht parallel und gleichzeitig,3,B-LS-KT 033,Einf. Unternehmungsführung,Einführung Unternehmensführung,EURD,2,,"Betriebswirtschaftslehre: Strategie-Entwicklung und -Umsetzung, Controlling / Finanzielles Rechnungswesen: Einführung Bilanz, Erfolgsrechnung, Mittelflussrechnung /Anwendung mittels Übernahme von Verantwortung für eine Unternehmung in einem software-unterstützten Planspiel.",1,2022-01-03,2,27,"<div><font face=Arial size=2>Sie, die Studierenden, übernehmen in Teams die Verantwortung für eine Unternehmung in einem software-unterstützten Planspiel. Sie stehen dabei im Wettbewerb mit anderen Unternehmen, das heisst mit Ihren Mitstudierenden. Sie können wichtige Aspekte der betriebswirtschaftlichen Unternehmensführung «hautnah» kennenlernen. Das Ziel des Planspieles ist es, den Unternehmenswert zu steigern. </font></div>

<div>&nbsp;</div>

<div><font face=Arial size=2>In einem Theorieblock in den ersten Veranstaltungstagen werden Ihnen die für das Planspiel erforderlichen betriebswirtschaftlichen Grundlagen vermittelt: </font></div>

<ul>
 <li><font face=Arial size=2>Einführung Betriebswirtschaftslehre: Strategie, Zielsystem, Controlling. </font></li>
 <li><font face=Arial size=2>Finanzielles Rechnungswesen: Einführung Bilanz, Erfolgsrechnung, Mittelflussrechnung</font></li>
 <li><font face=Arial size=2>Betriebliches Rechnungswesen: Betriebsabrechnungsbogen mit Kostenarten, -stellen und -trägern, Deckungsbeitragsrechnung. </font>&nbsp;</li>
 <li><font face=Arial size=2>Unternehmensführung: Vorbereiten und Treffen unternehmerischer Entscheidungen einschliesslich Ergebnisanalyse</font>&nbsp;</li>
</ul>",t,t,f,2,KT,f,f,,,,f,100,,,,,1,1,30,60,246
"Daran Denken: Zulassung '"HLS - EDU IM2 Praktika'" für Studis beantragen",3,B-LS-MT 030,Pr. Elektrotechnik,Praktikum Elektrotechnik,kPrET,3,,,,2021-05-22,2,51,"<ul>
 <li><font face=Arial size=2>Universalmessgeräte Strom-, Spannung-, Widerstandsmessung</font></li>
 <li><font face=Arial size=2>Oszilloskop bedienen </font></li>
 <li><font face=Arial size=2>Funktionsgenerator</font></li>
 <li><font face=Arial size=2>AC/DC Signale</font></li>
 <li><font face=Arial size=2>RC Glied, Zeigerdiagramm, Phasenverschiebung, Laden und Entladen</font></li>
 <li><font face=Arial size=2>RL Glied, Zeigerdiagramm, Phasenverschiebung, Laden und Entladen</font></li>
 <li><font face=Arial size=2>RC- und RLC Glied, Bodediagramm und Ortskurve</font></li>
 <li><font face=Arial size=2>Diode, Gleichrichterschaltung</font></li>
 <li><font face=Arial size=2>Transistor als Schalter</font></li>
 <li><font face=Arial size=2>Operationsverstärker</font><font size=2>&nbsp;</font></li>
</ul>",t,t,f,1,MT,f,f,,,,f,50,,,50,,2,1,32,50,22
Wunsch: 14 x 4 Stunden,3,B-LS-MT 007,Materialien u Werkstoffe,Materialien und Werkstoffe,MW,1,,"Unterschiede verschiedener Materialien und deren grundlegende Aufbauprinzipien, Herstellungstechnologien, mechanische Grenzen / Wichtigste Metalle, Legierungen und Keramikgruppen / Einteilung Polymere in Thermoplaste, Duroplaste und Elastomere / Problematik der Korrosion / Auswahlkriterien und Beispiele für exemplarische Anwendungen.",1,2021-12-02,1,51,"<ul>
 <li><font face=Arial size=2>Metalle, Polymere, Keramik, biokompatible Materialien, neuartige Materialentwicklungen (z.B. Diamant-ähnliche Schichten, Carbon-Nano-Tubes), Composites, Verbundwerkstoffe</font></li>
 <li><font face=Arial size=2>Herstellungsverfahren und Eigenschaften der verschiedenen Werkstoffe, sowie Verhalten in biologischen Systemen</font></li>
 <li><font face=Arial size=2>Anwendungsgebiete der verschiedenen Werkstoffe in den Gebieten der Medizinaltechnik, z.B. Stents, Implantate etc.</font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,1,MT,f,f,,,,f,30,,,70,,1,1,90,80,265
,3,B-LS-BZ 040,Pr. Biopython,Praktikum Biopython,kPrB,5,,"Auffrischung Python / Einführung in Biopython: Sequenzobjekte, Transkription, Translation, Sequenzmotive / Arbeiten mit biologischen Datenbanken / Sequenzanalyse / Diverse Programmieraufgaben / Annotation von Plasmidsequenzen (Gruppenarbeit).",1,2021-05-22,1,27,"<ul>
 <li><font face=Arial size=2>Auffrischung Python, Einführung BioPython</font></li>
 <li><font face=Arial size=2>Datenbanksystem NCBI-Entrez</font></li>
 <li><font face=Arial size=2>Datenbankformate von Sequenzdaten</font></li>
 <li><font face=Arial size=2>Sequenzalignment</font></li>
 <li><font face=Arial size=2>BLAST</font></li>
 <li><font face=Arial size=2>Suche nach Sequenzmotifen in Sequenzen</font></li>
 <li><font face=Arial size=2>Klassifizierung von Sequenzen mittels PSSM und Markovketten</font></li>
 <li><font face=Arial size=2>Gruppenarbeit: Annotation von Plasmidsequenzen</font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,2,BZ,f,f,,,,f,,,,,100,2,1,30,25,376
,3,B-LS-MI 006,Programmieren I,Programmieren I,P1,2,2,"Compiler Basierte Sprachen und Java / Algorithmen / Typisierung / Virtual Machine, Packaging und IDE / Datentypen / Methoden / Operatoren / Operatoren / Konvertierungen / Strings & Math / Verzweigungen / Schleifen / Arrays / Klassen und Objekte / Instanzvariablen / UML / Konstruktoren / Kapselung / Overloading / Sichtbarkeit / Exceptions / Files / Vererbung / Polymorphismus.",1,2021-12-02,1,52,"<ul>
 <li><font face=Arial size=2>Einführung Programmieren mit Java</font></li>
 <li><font face=Arial size=2>Einfache Programme: Variablen, Datentypen, Anweisungen</font></li>
 <li><font face=Arial size=2>Verzweigungen</font></li>
 <li><font face=Arial size=2>Schleifen</font></li>
 <li><font face=Arial size=2>Methoden</font></li>
 <li><font face=Arial size=2>Arrays</font></li>
 <li><font face=Arial size=2>Einfache Klassen und Objekte</font></li>
 <li><font face=Arial size=2>Komplexe Objektkonstrukte</font></li>
 <li><font face=Arial size=2>Algorithmen und Dynamische Datenstrukturen</font></li>
 <li><font face=Arial size=2>In - Iutput von Dateien</font></li>
 <li><font face=Arial size=2>Enumarationen</font></li>
</ul>",t,t,f,2,MI,f,f,,,,f,,,,100,,2,1,45,85,177
,3,B-LS-UT 012,Pr. Ökotoxikologie,Praktikum Ökotoxikologie,kPrÖ,3,,Akute Toxizitätstests mit Algen / Akute Daphnientoxizität / Hormonelle Aktivität von Umweltchemikalien bestimmen: YES und YAS Assay / Microtoxtest und Biotests zur Abwasseranalyse.,1,2021-12-02,1,27,"<ul>
 <li><font face=Arial size=2>Zytotoxizitätstests mit Fischzellen</font></li>
 <li><font face=Arial size=2>Akute Toxizitätstests mit Algen</font></li>
 <li><font face=Arial size=2>Akute Daphnientoxizität</font></li>
 <li><font face=Arial size=2>Hormonelle Aktivität von Umweltchemikalien bestimmen: YES und YAS Assay</font></li>
 <li><font face=Arial size=2>Microtoxtest zur Abwasseranalyse</font></li>
 <li><font face=Arial size=2>Einfluss von Umweltchemikalien auf die Entwicklung von Fischen: Zebrafisch-Embryoexperiment</font></li>
 <li><font face=Arial size=2>Sezieren von Zebrafischen</font></li>
 <li><font face=Arial size=2>PCR und RT-qPCR von Fischen</font></li>
 <li><font face=Arial size=2>Bestimmung der Acetylcholin Esterase Aktivität im Gehirn von Honigbienen </font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,4,UT,f,f,,,,f,,,,,100,3,1,24,20,324
,3,B-LS-MT 006,Technische Mechanik,Technische Mechanik,TM,4,,"Statik: Grundlagen der Starrkörperstatik, Kräftesystem (Kräfte, Momente und Kräftepaar, Gleichgewichtsbedingungen), Freischnitt, rechnerische Methoden zur Ermittlung der Kräfte und Momente für zentrale und allgemeine und zusammengesetzte Kräftesysteme 2D und 3D, statische Bestimmtheit, Schwerpunkt Reibung / Dynamik: Kinematik (Freiheitsgrade, Translation / Rotation), Kinetik (Einfluss von Kräften und Momenten), Schwingungslehre / Festigkeitslehre: Grundbeanspruchungen, hooksches Gesetz, Dehnung, Spannung, Temperaturdehnung.",1,2021-12-02,1,52,"<ul>
 <li><font face=Arial size=2>Statik</font></li>
 <ul>
  <li><font face=Arial size=2>Grundlagen der Starrkörper-Statik (Axiome, Gleichgewicht, äussere und innere Kräfte)</font></li>
  <li><font face=Arial size=2>Das Kräftesystem (Kräfte im Raum, Moment und Kräftepaar, Gleichgewichtsbedingungen)</font></li>
  <li><font face=Arial size=2>Rechnerische und zeichnerische Methoden zur Ermittlung der Kräfte und Momente für zentrale und allgemeine Kräftesysteme.</font></li>
  <li><font face=Arial size=2>Stabilität von Gleichgewichtslagen</font></li>
  <li><font face=Arial size=2>Schwerpunkt, Flächenschwerpunkt, Reibung.</font></li>
 </ul>
 <li><font face=Arial size=2>Dynamik des Starrkörpers</font></li>
 <ul>
  <li><font face=Arial size=2>Kinematik (Freiheitsgrade, Translation /Rotation)</font></li>
  <li><font face=Arial size=2>Kinetik (Einfluss von Kräften und Momenten)</font></li>
  <li><font face=Arial size=2>Schwingungslehre, Resonanz</font></li>
 </ul>
 <li><font face=Arial size=2>Festigkeitslehre</font></li>
 <ul>
  <li><font face=Arial size=2>Zug- und Druckbeanspruchung</font></li>
  <li><font face=Arial size=2>Hooksches Gesetz, Dehnung, Spannung, Stablängung, Temperaturdehnung</font></li>
  <li><font face=Arial size=2>Biege-, Torsions- und Scherbeanspruchung</font></li>
  <li><font face=Arial size=2>Plastische Verformung</font></li>
  <li><font face=Arial size=2>Knicken und Beulen</font></li>
  <li><font face=Arial size=2>Statische und zyklische Belastungstests</font><font
      size=2> </font></li>
 </ul>
</ul>",t,t,f,1,MT,f,f,,,,f,,,,100,,1,1,60,45,350
Idealerweise freitagvormittags,3,B-LS-KT 027,Analysis II,Analysis II,A2,2,,"Vertiefte Differential- und Integralrechnung mit einer Variablen (Taylor-Reihen; spezielle Integrationsmethoden, uneigentliche Integrale; Kurven im R2, Kurvenintegrale) / Komplexe Zahlen / Funktionen mehrerer Variablen / Differential- und Integralrechnung mit Funktionen mehrerer Variablen (partielle Ableitungen, Linearisierung, Extremalwerte; Doppel-/Dreifachintegrale, Volumenberechnungen; Polar- und Zylinderkoordinaten) / Einsatz von Matlab.",1,2021-08-13,1,52,"<ul>
 <li><font face=Arial size=2>Vertiefung der Differential- und Integralrechnung einer Variablen</font></li>
 <ul>
  <li><font face=Arial size=2>Taylorreihe</font></li>
  <li><font face=Arial size=2>Spezielle Integrationsmethoden</font></li>
  <li><font face=Arial size=2>Kurven im R2</font></li>
 </ul>
 <li><font face=Arial size=2>Fourier-Reihen</font></li>
 <ul>
  <li><font face=Arial size=2>Theorie für 2</font><font size=2>π</font><font
      face='"Arial Greek'" size=2>-und T-periodische Funktionen</font><font
      face=Arial size=2> </font></li>
  <li><font face=Arial size=2>Anwendungen</font></li>
 </ul>
 <li><font face=Arial size=2>Komplexe Zahlen</font></li>
 <ul>
  <li><font face=Arial size=2>Definition komplexer Zahlen</font></li>
  <li><font face=Arial size=2>Verschiedene Darstellungsformen</font></li>
  <li><font face=Arial size=2>Rechnen mit komplexen Zahlen</font></li>
 </ul>
 <li><font face=Arial size=2>Funktionen mehrerer Variablen</font></li>
 <ul>
  <li><font face=Arial size=2>Definition</font></li>
  <li><font face=Arial size=2>Verschiedene Darstellungsmöglichkeiten</font></li>
  <li><font face=Arial size=2>Wichtige Spezialfälle</font></li>
 </ul>
 <li><font face=Arial size=2>Differential- und Integralrechnung mit Funktionen mehrerer Variablen</font></li>
 <ul>
  <li><font face=Arial size=2>Ableiten in mehreren Dimensionen</font></li>
  <li><font face=Arial size=2>Linearisierung und Fehlerrechnung</font></li>
  <li><font face=Arial size=2>Bestimmung von Extremwerten</font></li>
  <li><font face=Arial size=2>Integrieren in mehreren Dimensionen</font></li>
  <li><font face=Arial size=2>Volumen- und Schwerpunktberechnung</font></li>
  <li><font face=Arial size=2>Koordinatenwechsel</font><font size=2> </font></li>
 </ul>
 <li><font face=Arial size=2>Einsatz von MATLAB</font><font size=2> </font></li>
</ul>",t,t,f,1,KT,f,f,,,,f,30,,,70,,1,1,100,85,294
